SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
CER26A - 003,"Alpen Original Muesli, Breakfast, High in Fibre, Vegetarian, Low Sugar, 950g",292.0,11.0,3.77,86.14,7.83
TATEGR002 - 001,Tate and Lyle Fairtrade Granulated Sugar 25 kg,291.0,1.0,0.34,31.98,31.98
VEG01E - 001,Strianese Peeled Plum Tomatoes 2.5kg,291.0,20.0,6.87,191.8,9.59
DEC11 - 004 Prime,99 Chocolate Flakes 1 x 144 (Pack of 2),290.0,29.0,10.0,1664.8,57.41
CRI30 - uk shipping,Brown Bag Crisps Lightly Salted 40 g (Pack of 20),289.0,5.0,1.73,87.65,17.53
ORI105 - 001,"Yutaka Yuzu Seasoning Sauce 100ml (Pack of 2) | Zesty & Refreshing Japanese Citrus Sauce | Ideal for Marinades, Dressings, Dips & Seafood | Vegan-Friendly",287.0,4.0,1.39,45.2,11.3
PAS70A - 005 Prime,REGGIA Orzo Pasta 500gm (Pack of 5),285.0,30.0,10.53,313.62,10.45
ING04 - 001,"Activated Charcoal Powder 500g Food Grade Coconut Derived Premium Quality - Vegan, Non-GMO, Gluten Free – Recyclable Container",284.0,1.0,0.35,22.51,22.51
BUNDLE022 - 001,Monin Coffee Syrup in Gingerbread 70cl Glass Bottle & 70cl Pump Set,281.0,4.0,1.42,77.52,19.38
TAR10B - 010 Prime,Profiterole Shells 75 x 4cm (1),280.0,43.0,15.36,893.75,20.78
VEG13B - 003,Ballerina Tinned Sweetcorn 2.125kg (Pack of 6),279.0,36.0,12.9,1293.48,35.93
LIO02 - 001,Lion French Mustard 2.27 Litres,277.0,42.0,15.16,544.32,12.96
MED32B - 002,Pickled Onions in Balsamic Vinegar - Borettane Onions in Balsamic Vinegar - Pickled Onions - 2.5 Kg Tin,277.0,33.0,11.91,596.64,18.08
SOY02 - 005 Prime,Lee Kum Kee Premium 500ml | 2x Light Soy Sauce | Light Cooking Soy Sauce 500ml,271.0,10.0,3.69,97.7,9.77
CAL03 - 010 Prime,"Callebaut - 823-33.6% Milk Chocolate Callets - 2.5kg - (Sold by Parkers Foodservice) (Pack of 1, 2500, gram)",271.0,15.0,5.54,796.32,53.09
CATER003 - 001 Prime,CaterWrap Catering Quality Baking Parchment 300mm x 50m,268.0,33.0,12.31,323.53,9.8
CRUSHA002 - 003,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",267.0,20.0,7.49,182.68,9.13
CRUSHA002 - 003 Prime,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",267.0,55.0,20.6,534.16,9.71
CAN28 - 005,Tango Orange Cans 24 x 330ml-Food 24 x 330ml,266.0,20.0,7.52,372.5,18.62
MED07E - 001 Prime,"The Bay Tree Marinated Mini Figs, 330 g",264.0,24.0,9.09,256.56,10.69
CRI38 - 001,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),262.0,2.0,0.76,35.49,17.74
HOT14,Horlicks Original Malt 2g,262.0,6.0,2.29,138.78,23.13
SOY20,[Catering Take Away] - Shoda Soy Sauce 8g*200 Sachets,262.0,5.0,1.91,84.94,16.99
KY-B3GZ-JQ9Y,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),262.0,28.0,10.69,518.27,18.51
BAK24 - 001,Callebaut Mycryo Cocoa Butter Powder 600 g,261.0,36.0,13.79,1303.56,36.21
CAN03 - 003,Fanta Orange cans Soft Drinks 330ml x 24,261.0,3.0,1.15,62.31,20.77
BAK24 - 001 not prime,Callebaut Mycryo Cocoa Butter Powder 600 g,261.0,1.0,0.38,35.54,35.54
ORI300C - 006,KTC Crispy Fried Onions - 3 x 400g,257.0,3.0,1.17,33.57,11.19
SAL21 - 001,French coarse sea salt from Guerande Le Guerandais-gros sel de Guerande - 1000 gr,257.0,32.0,12.45,211.2,6.6
CRI50 - 002,Pom-Bear Original (Box of 36 x 19g Bags),254.0,29.0,11.42,695.57,23.99
GRANDM001 - 001 Prime,Grandma Wild's Assorted Biscuits (4 Variety) 100 x 2 Bisc,254.0,25.0,9.84,733.03,29.32
CATER001 - 002 Prime,Essential Phytosterolins Catering Foil - 30cm x 75m,253.0,8.0,3.16,89.68,11.21
FRU44 - 009 Prime,"America's Finest Pumpkin Puree - 100% Pure Pumpkin, 425g (Pack of 6)",250.0,1.0,0.4,23.18,23.18
BAK01 - 010 Prime,Active Dry Yeast Fermipan Red,249.0,48.0,19.28,377.28,7.86
VALRHO012 Prime,Valrhona Jivara 40 Percent Milk Chocolate Bag of Beans 1 kg,249.0,5.0,2.01,213.36,42.67
VALRHO012,Valrhona Jivara 40 Percent Milk Chocolate Bag of Beans 1 kg,249.0,3.0,1.2,124.62,41.54
GRA05 - 004 Prime,Goldenfry Original Gravy Granules 2kg,247.0,17.0,6.88,297.5,17.5
GRA05 - 004,Goldenfry Original Gravy Granules 2kg,247.0,19.0,7.69,322.62,16.98
BOU03 - 005,"Knorr Gluten Free Chicken Paste Bouillon, 1 kg",246.0,26.0,10.57,838.24,32.24
VAN50A - 004,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),246.0,4.0,1.63,96.6,24.15
VAN50A - 004 Prime,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),246.0,43.0,17.48,1067.26,24.82
GIN02 - 001,Yutaka Sushi Gari Pickled Ginger Non-Coloured Premium 1Kg (Pack of 2),245.0,1.0,0.41,13.83,13.83
CAL04 - 020 Prime,Callebaut - W2 White - 28% Callets - 2.5kg (Sold by Parkers Foodservice) (1 Pack),244.0,31.0,12.7,1445.53,46.63
GRA16A,Essential Cuisine - No.1 Gravy - Beef Gravy Mix 1.5kg,243.0,1.0,0.41,24.25,24.25
BEA20A - 001,"Epicure Black Beans in Salted Water, 400 g (Pack of 12) – Plant-Based Protein & Fibre in Every Tin, Staple Ingredient for Tasty, Healthy Dishes",242.0,2.0,0.83,30.9,15.45
RETAIL026 - 003,"Maille Dijon Original Mustard, 215g",242.0,4.0,1.65,27.32,6.83
TAYLOR013 - 004 Prime,"Taylors of Harrogate Blackberry and Raspberry Tea, 20 Individually Wrapped & Tagged Tea Bags (- Pack of 3, 60 Tea Bags in Total)",241.0,1.0,0.41,11.58,11.58
TATESY001 - 002,Tate and lyle golden syrup 7.25kg,240.0,4.0,1.67,92.04,23.01
CLOTHM003 - 004 Prime,"Robert Scott CICS132 Microfibre Cloth, Contract, 40 cm x 40 cm, Red (Pack of 10)",239.0,32.0,13.39,280.96,8.78
CAL40 - 001 Prime,Callebaut 100% Cocoa Mass Easymelt 2.5kg,236.0,2.0,0.85,125.86,62.93
MONINT02 - 002,Monin Caramel Flavoured Sauce - 2 x 500ml,235.0,4.0,1.7,75.48,18.87
DEC012 - 001 Prime,"Mona Lisa Crispearls by Callebaut (Milk Chocolate, 1 x 800g Bag) – Resealable Velcro 800g Bag - Flavoured Coated Cereal Balls for Decorating Cakes, Cupcakes, Waffles, Crepes, Pancakes",233.0,15.0,6.44,318.75,21.25
DEC012 - 001,"Mona Lisa Crispearls by Callebaut (Milk Chocolate, 1 x 800g Bag) – Resealable Velcro 800g Bag - Flavoured Coated Cereal Balls for Decorating Cakes, Cupcakes, Waffles, Crepes, Pancakes",233.0,1.0,0.43,20.58,20.58
VAN07,Taylor & Colledge Vanilla Bean Paste 65g,233.0,3.0,1.29,31.44,10.48
CAL08A - 004,Callebaut Powerful 80 Percent Dark Chocolate Callets 2.5 kg,231.0,22.0,9.52,1323.3,60.15
GRA03 - 001,"Bisto Flavoursome & Delicious Chicken Gravy Granules For Hearty Family Mealtimes, 1.8 kg Tub (Pack of 1)",231.0,3.0,1.3,65.03,21.68
ORI92 - 001 Prime,Malay Taste Laksa Curry Paste 185g,231.0,2.0,0.87,15.14,7.57
ESS18 - 003 uk shipping,Nielsen-Massey Peppermint Extract 60 ml,231.0,3.0,1.3,23.97,7.99
ESS18 - 003,Nielsen-Massey Peppermint Extract 60 ml,231.0,50.0,21.65,414.5,8.29
CHO91 - 001,Callebaut - Callebaut Milk Chocolate Baking Chunks 2.5kg,231.0,2.0,0.87,101.24,50.62
CHO91 - 001 Prime,Callebaut - Callebaut Milk Chocolate Baking Chunks 2.5kg,231.0,10.0,4.33,511.8,51.18
Bundle - 215 Prime,Callebaut Ruby RB2 & Gold Callets Bundle – 2 x 400g | Fruity & Caramel Couverture Chocolate | 32.8% & 30.4%,230.0,31.0,13.48,825.19,26.62
Bundle - 010 Prime,Neilson Massey Extract Bundle of 6 Flavours,229.0,5.0,2.18,133.15,26.63
Bundle - 010,Neilson Massey Extract Bundle of 6 Flavours,229.0,1.0,0.44,25.91,25.91
VALRHO002,Valrhona Cacao Powder 250 g,228.0,8.0,3.51,127.44,15.93
Bundle - 138 Prime,"Belazu Bundle - Tapenade, Harissa, Tomato, Genovese, Aubergine, Truffle - (Pack of 6)",227.0,4.0,1.76,98.24,24.56
ORI52C - 001,Hanamaruki White Miso Paste - 1x1kg,227.0,9.0,3.96,90.72,10.08
PAS02 - 001,Triple Lion Professional Chef's Penne Rigate 100% Durum Wheat Semolina Pasta 3kg,227.0,6.0,2.64,59.16,9.86
TATEGR002 - 001,Tate and Lyle Fairtrade Granulated Sugar 25 kg,224.0,1.0,0.45,32.99,32.99
GRA01 - 002,Maggi Original Gravy Mix - 2x1.8kg,221.0,7.0,3.17,277.79,39.68
CHO28A - 004,Full Box of Assorted Chocolate Bars – 24 Full-Size Packs | Favourite Flavours & Textures (Snicker's 24 x 50g),221.0,3.0,1.36,66.0,22.0
TATESY001 - 005,Lyle's Golden Syrup - Pack Size = 2x7.26kg,219.0,7.0,3.2,288.54,41.22
TAYLOR009 - 003 Prime,Taylors Assam Tea Strong & Malty Black Tea - 2 x 20 Tea Bags (100 Gram),219.0,1.0,0.46,8.95,8.95
CAL04 - 009 uk shipping,"Callebaut W2NV 28% ""Select"" White Chocolate Easymelt Chips (Callets) (1 x 2.5 kg)",219.0,5.0,2.28,224.9,44.98
VIN13A Prime,Raspberry Vinegar 750ml,217.0,1.0,0.46,11.49,11.49
PEP100E - 001 Prime,Old India Cracked Black Pepper 1 Kg,212.0,1.0,0.47,16.57,16.57
THAITA006 - 001,Thai Taste Folded Rice Noodles (200g) - Pack of 2,211.0,4.0,1.9,27.24,6.81
ORI300C - 007,KTC Fried Onions 400 g,207.0,8.0,3.86,51.6,6.45
ALP01 - 002 Prime,"Alpro - Milk For Professionals - 1ltr (4, Soya)",205.0,10.0,4.88,157.35,15.74
CRI50 - 006,Pom-Bear Crisps Potato Chips 36 X 19G Full | KV&C BRANDED BOX | (Original),204.0,2.0,0.98,53.98,26.99
CRI50 - 006 Prime,Pom-Bear Crisps Potato Chips 36 X 19G Full | KV&C BRANDED BOX | (Original),204.0,28.0,13.73,772.95,27.61
NUT15E - 002,Merchant Gourmet Whole Chestnuts - 1x500g,204.0,38.0,18.63,353.09,9.29
RIC15 - 001,"Tilda Pure Basmati Rice, 5kg",202.0,1.0,0.5,22.24,22.24
CHO01B - 001 Prime,Cacao Barry - ROUGE ULTIME Cocoa Powder 1kg,202.0,21.0,10.4,480.06,22.86
VALRHO009,"Valrhona Praline Paste Baking Dessert Sauce, Almond and Hazelnut 300g",201.0,6.0,2.99,107.62,17.94
VALRHO009A,"Valrhona Praline Paste Baking Dessert Sauce, Almond and Hazelnut 300g",201.0,23.0,11.44,423.43,18.41
CLE66 - 012,Lenor Fabric Conditioner 118 Washes,200.0,4.0,2.0,63.96,15.99
GLA04 - 001 uk shipping,Essential Cuisine Chicken Glace - 1x600g,200.0,1.0,0.5,29.98,29.98
CRUSHA003,Crusha Strawberry Milkshake Mix - 1Litre,200.0,14.0,7.0,129.08,9.22
GLA04 - 001,Essential Cuisine Chicken Glace - 1x600g,200.0,3.0,1.5,92.04,30.68
GLO16A - 003 Prime,"SafeTouch 11211-XL Powder Free Blue Vinyl Gloves - Box of 100 - Extra Large,Blue",199.0,5.0,2.51,34.9,6.98
CLOTHM001 - 001 Prime,"Robert Scott CICS009G Microfibre Cloth, Contract, 40 cm x 40 cm, Green (Pack of 10)",199.0,36.0,18.09,318.86,8.86
RTS12,Essential Cuisine - The Sauce Collection - Lobster Concentrated Sauce Base 800g,197.0,2.0,1.02,64.98,32.49
CER25E - 002 Prime,Alpen The Original Muesli Sachets - 30x45g,195.0,33.0,16.92,489.32,14.83
CER25E - 002,Alpen The Original Muesli Sachets - 30x45g,195.0,2.0,1.03,30.28,15.14
FOL06 - 001,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",193.0,20.0,10.36,476.2,23.81
CHO30A - 001,"Parkers Chocolate Bulk Buy (4 Finger 24 x 41.5g Box, (Pack of 2))",193.0,4.0,2.07,145.72,36.43
FOL06 - 001 Prime,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",193.0,5.0,2.59,126.45,25.29
FIREF001 - 002 Prime,"Firefly (12 x 330ml, PEACH & GREEN TEA)",190.0,24.0,12.63,550.56,22.94
SAL21 - 003 Prime,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",189.0,39.0,20.63,513.24,13.16
SAL21 - 003,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",189.0,12.0,6.35,151.08,12.59
CAL02 - 011 Prime,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (1 Pack, 2500.0, gram)",188.0,12.0,6.38,602.64,50.22
CAL28AB - 001,Callebaut Ruby Chocolate Callets RB2 400g | Intense Fruity Pink Chocolate | 32.8% Cocoa,188.0,32.0,17.02,507.52,15.86
TATESY001 - 003,Lyle's Golden Syrup Poly Bottle 7.26 kg,187.0,6.0,3.21,137.76,22.96
ACC02A - 002,Golden Swan Vietnamese Prawn Crackers 1 Pack of 2kg - Light and Crispy Authentic Prawn,187.0,38.0,20.32,367.08,9.66
GLA03 - 005,Essential Cuisine Beef Glace 600g Conc St,187.0,2.0,1.07,63.96,31.98
COLAVI002 - 001 Prime,"Colavita Olive Oil (1, Colavita 100% Portuguese Extra Virgin Olive Oil)",186.0,3.0,1.61,40.23,13.41
JUI01 - 001,Lazy Lemon Juice 1 Litre (Pack of 6),184.0,13.0,7.07,305.63,23.51
FIREF003 - 002 Prime,"Firefly (12 x 330ml, KIWI, LIME & MINT)",184.0,24.0,13.04,558.0,23.25
ORI12C - 001,Biona Organic Coconut Cream 400ml (Pack of 6),180.0,6.0,3.33,121.5,20.25
CER25H - 001 Prime,Alpen No Added Sugar Muesli Sachets - 30x45g,178.0,33.0,18.54,540.13,16.37
CER25H - 001,Alpen No Added Sugar Muesli Sachets - 30x45g,178.0,2.0,1.12,29.78,14.89
ORI06B,"Lee Kum Kee Sweet and Sour Sauce, Professional Range Bulk Size, Vegan, 2.3 kg (Pack of 1)",177.0,4.0,2.26,66.16,16.54
CAMBR008 - 001,"Cambrook Hickory Smoke Seasoned Almonds Vegan, 1 kg Bag",177.0,5.0,2.82,100.8,20.16
PRETZEL001 - 002,Penn State Sour Cream & Chive Pretzels – 33 x 30g | Baked Wheat & Potato Snacks | Vegetarian | Individually Wrapped,177.0,6.0,3.39,158.31,26.38
BAK06E - 001 Prime,Dr Oetker Professional Baking Powder Gluten Free - 500g (Single),177.0,6.0,3.39,46.2,7.7
ORI06B Prime,"Lee Kum Kee Sweet and Sour Sauce, Professional Range Bulk Size, Vegan, 2.3 kg (Pack of 1)",177.0,3.0,1.69,51.36,17.12
VALRHO017 - 001 Prime,Valrhona White Baking Chocolate Chips 35% (Ivory) 1 kg,175.0,20.0,11.43,828.28,41.41
VALRHO017 - 001,Valrhona White Baking Chocolate Chips 35% (Ivory) 1 kg,175.0,4.0,2.29,163.81,40.95
ORI23B - 004 Prime,Mae Ploy Tom Yum Paste 400 g (Pack of 4),173.0,1.0,0.58,14.56,14.56
MONINT05 - 004,4 x Monin white chocolate sauce 500 ml - white Chocolate flavoured sauce,173.0,1.0,0.58,36.99,36.99
CAN06 - 002 Prime,Old Jamaica Ginger Beer 24 x 330ml,173.0,3.0,1.73,60.0,20.0
OETKER012 - 002 Prime,Dr. Oetker Scotbloc Milk Chocolate Flavoured Drops - 3kg (Single),172.0,4.0,2.33,143.96,35.99
OETKER012 - 002,Dr. Oetker Scotbloc Milk Chocolate Flavoured Drops - 3kg (Single),172.0,3.0,1.74,101.15,33.72
CRI23,"Brown Bag Crisps Beetroot, Carrot & Parsnip Veggie Crisps, 40 g (Pack of 15)",171.0,3.0,1.75,58.89,19.63
CRI23 - uk shipping,"Brown Bag Crisps Beetroot, Carrot & Parsnip Veggie Crisps, 40 g (Pack of 15)",171.0,1.0,0.58,18.28,18.28
PAS70A - 001 Prime,Pasta Reggia Riso Orzo Pasta - 1x500g,169.0,13.0,7.69,74.0,5.69
BAK13 - 001,Callebaut Hazelnut Praline Paste 1 kg,169.0,3.0,1.78,73.05,24.35
PAS70A - 001,Pasta Reggia Riso Orzo Pasta - 1x500g,169.0,12.0,7.1,59.88,4.99
JUS05C,Essential Cuisine Signature Beef Jus 1kg Box,167.0,1.0,0.6,17.31,17.31
RIC16A - 002,Tilda Easy Cook Long Grain Rice 5kg,162.0,3.0,1.85,54.12,18.04
SWE03E - 002 Prime,Busch Meringue Drops 100gm x 6,161.0,13.0,8.07,198.64,15.28
CHO60 - 001 Prime,Divine Milk Chocolate - 35 g bars (Pack of 30),161.0,3.0,1.86,98.07,32.69
SWE03E - 002,Busch Meringue Drops 100gm x 6,161.0,16.0,9.94,218.24,13.64
DEC23,Callebaut Dark Chocolate Croissant Sticks 8 cm 1.6 Kg,159.0,23.0,14.47,643.77,27.99
DEC23 uk shipping,Callebaut Dark Chocolate Croissant Sticks 8 cm 1.6 Kg,159.0,14.0,8.81,372.4,26.6
CAL02AQQ,"Saver Bundle Callebaut, 54% Dark Chocolate Chips (2 x 1kg Bundle)",158.0,18.0,11.39,815.94,45.33
WRA02 - 003,"Wrapmaster Number 4500 Cling Film Rolls, Pack of 3",157.0,2.0,1.27,72.02,36.01
JUI18A - 001 Prime,Beetroot Juice Pressed (500g) - x 2 *Twin DEAL Pack*,157.0,8.0,5.1,79.57,9.95
Bundle - 153 Prime,Thai Taste Red & Green Curry Paste 400g,157.0,9.0,5.73,100.35,11.15
MAC02A Prime,Macphie - OTT Strawberry Dessert Topping Sauce 500g,156.0,4.0,2.56,29.08,7.27
MAY21 - 001,"Parkers Lion Chipotle Mayonnaise 1 Litre, Pink",156.0,2.0,1.28,19.01,9.51
MAC02A,Macphie - OTT Strawberry Dessert Topping Sauce 500g,156.0,2.0,1.28,13.2,6.6
BUNDLE015 - 001,Monin Coffee Syrup in Tiramisu 70cl Glass Bottle & 70cl Monin Pump Set,155.0,14.0,9.03,271.32,19.38
Doves Bundle - 002 Prime,"Freee Flour Selection Pack | White Bread, Brown Bread, Self Raising White & Plain White | One of Each 1kg Pack | Free from Gluten",155.0,13.0,8.39,218.92,16.84
ESS16 - 003,Nielsen-Massey Pure Orange Extract 60 ml,155.0,3.0,1.94,24.78,8.26
WATER009 - 001,Elm Spring Still Water Glass Bottles – 24 x 330ml | Natural Mineral Water | Premium Glass Bottled Spring Water for Dining & Events,154.0,24.0,15.58,428.4,17.85
PAS07 - 001,Triple Lion Professional Chef's Spaghetti 100% Durum Wheat Semolina Pasta 3kg,154.0,7.0,4.55,69.16,9.88
PIC09A,"Kuhne Sauerkraut, 810g",153.0,1.0,0.65,6.95,6.95
CRUSHA003 - 003,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",152.0,9.0,5.92,84.82,9.42
CRUSHA003 - 003 Prime,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",152.0,23.0,15.13,231.02,10.04
CHU36 - 002 Prime,The Bay Tree Spicy Tomato & Onion Chutney 3kg,151.0,18.0,11.92,520.2,28.9
BUT25 - 001,Whirl Butter Substitute 4ltr,150.0,3.0,2.0,67.62,22.54
BUT25 - 001 Prime,Whirl Butter Substitute 4ltr,150.0,28.0,18.67,647.36,23.12
MED60A - 001,Squid (Cuttlefish) Ink 90g,150.0,3.0,2.0,23.73,7.91
MED60A - 001 Prime,Squid (Cuttlefish) Ink 90g,150.0,16.0,10.67,137.28,8.58
DRE02A,Cardinis Caesar Dressing 1 x 1.1 Litre,148.0,19.0,12.84,282.53,14.87
DOGBI001 - 004 Prime,"Bonio Dog Biscuits Food Original 650g, Pack of 5",148.0,1.0,0.68,20.84,20.84
CRUSHA003 - 003,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",148.0,2.0,1.35,18.44,9.22
WRA06 - 001,"Wrapmaster GM215 Baking Parchment, Fits WM4500 or Duo (Pack of 3)",146.0,6.0,4.11,174.06,29.01
FRU16A - 001 Prime,Parkers Del Monte - Tinned MANGO Slices - 425gm,145.0,9.0,6.21,57.42,6.38
WRA04 - 002,"We Can Source It Ltd - Wrapmaster 4500 Kitchen Foil - Aluminium Foil - Foil Wrap - For Catering, Packing, Cooking, Baking, Roasting - Foil Paper - Multipurpose Silver Foil Wrap - 45cm x 90m - Box of 3",145.0,14.0,9.66,811.9,57.99
FIS10A - 002,Cooks & Co Anchovy Anchovies Fillets in Sunflower Oil Canned Fish 365g,145.0,1.0,0.69,11.82,11.82
DRE04 = 001,"Parkers Lion Blue Cheese Dressing 2.27Litres, White",145.0,30.0,20.69,470.25,15.68
FIS10A - 001,Cooks & Co Anchovy Anchovies Fillets in Sunflower Oil Canned Fish 365g,145.0,14.0,9.66,165.72,11.84
JUI06 - 001 Prime,Kulana Apple Juice 1 Litre (Pack of 12),144.0,9.0,6.25,189.0,21.0
SPI12AAAAA,Belazu Rose Harissa Paste - 130g (Pack of 6),144.0,2.0,1.39,54.62,27.31
MEA03 - 002 Prime,Hertford Corned Beef 2.72Kg,144.0,9.0,6.25,265.14,29.46
JUI06 - 001,Kulana Apple Juice 1 Litre (Pack of 12),144.0,4.0,2.78,82.68,20.67
TATEDE001A - 001,Tate and Lyle Fairtrade Demerara Sugar 25 kg,143.0,24.0,16.78,968.27,40.34
CER17A - 001 Prime,"Nestlé Shreddies, 460g",143.0,1.0,0.7,8.16,8.16
SPI12AAA,Belazu Rose Harissa 170 g (Pack of 2),141.0,3.0,2.13,33.87,11.29
CAP01B,capote capers in vinegar 9-11mm 1kg drained weight,141.0,18.0,12.77,219.24,12.18
VIN61 - 001 Prime,Forvm Cabernet Sauvignon Balsamic-Style Vinegar – 500 ml – Solera-Aged Spanish Red Wine Vinegar (8 Years),141.0,6.0,4.26,109.14,18.19
SPI12AAAAAAAA uk shipping,Belazu Rose Harissa 170 g (Pack of 2),141.0,20.0,14.18,222.0,11.1
CON12A - Prime,Lea Perrins Worcester Sauce 2Ltr,139.0,15.0,10.79,340.38,22.69
GRA04 - 003 Prime,Bisto The Original Gravy Powder 3kg,139.0,21.0,15.11,695.64,33.13
